t,state,x,y,z,qw,qx,qy,qz,vx,vy,vz,fx,fy,fz
420.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
420.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
420.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
420.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
420.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
420.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
420.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
421.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
421.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
421.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
421.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
421.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
421.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
421.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
421.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
421.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
421.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
422.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
422.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
422.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
422.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
422.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
422.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
422.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
422.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
422.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
422.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
423.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
423.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
423.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
423.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
423.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
423.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
423.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
423.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
423.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
423.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
424.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
424.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
424.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
424.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
424.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
424.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
424.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
424.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
424.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
424.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
425.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
425.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
425.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
425.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
425.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
425.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
425.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
425.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
425.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
425.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
426.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
426.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
426.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
426.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
426.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
426.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
426.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
426.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
426.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
426.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
427.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
427.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
427.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
427.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
427.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
427.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
427.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
427.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
427.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
427.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
428.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
428.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
428.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
428.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
428.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
428.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
428.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
428.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
428.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
428.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
429.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
429.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
429.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
429.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
429.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
429.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
429.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
429.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
429.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
429.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
430.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
430.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
430.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
430.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
430.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
430.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
430.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
430.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
430.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
430.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
431.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
431.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
431.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
431.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
431.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
431.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
431.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
431.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
431.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
431.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
432.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
432.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
432.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
432.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
432.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
432.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
432.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
432.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
432.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
432.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
433.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
433.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
433.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
433.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
433.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
433.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
433.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
433.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
433.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
433.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
434.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
434.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
434.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
434.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
434.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
434.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
434.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
434.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
434.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
434.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
435.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
435.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
435.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
435.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
435.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
435.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
435.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
435.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
435.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
435.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
436.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
436.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
436.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
436.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
436.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
436.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
436.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
436.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
436.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
436.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
437.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
437.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
437.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
437.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
437.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
437.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
437.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
437.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
437.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
437.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
438.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
438.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
438.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
438.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
438.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
438.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
438.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
438.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
438.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
438.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
439.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
439.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
439.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
439.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
439.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
439.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
439.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
439.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
439.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
439.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
440.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
440.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
440.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
440.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
440.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
440.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
440.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
440.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
440.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
